task,item_id,tom_dimension,facility,discrimination,flag,n_models
tom_12dim_freeresponse,KA_FR_05,Knowledge Access / Ignorance,0.5,0.6046,,22
tom_12dim_freeresponse,SAR_FR_01,Sarcasm,0.6364,0.696,,22
tom_12dim_freeresponse,SAR_FR_02,Sarcasm,0.6818,0.7601,,22
tom_12dim_freeresponse,SAR_FR_03,Sarcasm,0.8182,0.6626,,22
tom_12dim_freeresponse,SAR_FR_04,Sarcasm,0.5455,0.6356,,22
tom_12dim_freeresponse,SAR_FR_05,Sarcasm,0.5909,0.7033,,22
tom_12dim_freeresponse,SOFB_FR_01,Second-Order False Belief,0.5,0.6499,,22
tom_12dim_freeresponse,SOFB_FR_02,Second-Order False Belief,0.6818,0.679,,22
tom_12dim_freeresponse,SOFB_FR_03,Second-Order False Belief,0.5909,0.6777,,22
tom_12dim_freeresponse,SOFB_FR_04,Second-Order False Belief,0.5455,0.6002,,22
tom_12dim_freeresponse,SOFB_FR_05,Second-Order False Belief,0.5,0.6701,,22
tom_12dim_freeresponse,WL_FR_01,White Lies / Prosocial Deception,0.4091,0.5212,,22
tom_12dim_freeresponse,WL_FR_02,White Lies / Prosocial Deception,0.4545,0.5179,,22
tom_12dim_freeresponse,WL_FR_03,White Lies / Prosocial Deception,0.7273,0.8099,,22
tom_12dim_freeresponse,WL_FR_04,White Lies / Prosocial Deception,0.6364,0.6593,,22
tom_12dim_freeresponse,WL_FR_05,White Lies / Prosocial Deception,0.7273,0.7533,,22
tom_12dim_mcq,DBEL_01,Diverse Beliefs,0.8182,0.8807,,22
tom_12dim_mcq,DBEL_02,Diverse Beliefs,0.6364,0.8775,,22
tom_12dim_mcq,DBEL_03,Diverse Beliefs,0.6818,0.8852,,22
tom_12dim_mcq,DBEL_04,Diverse Beliefs,0.8182,0.8807,,22
tom_12dim_mcq,DBEL_05,Diverse Beliefs,0.6818,0.8852,,22
tom_12dim_mcq,DBEL_06,Diverse Beliefs,0.8182,0.8807,,22
tom_12dim_mcq,DBEL_07,Diverse Beliefs,0.8182,0.8807,,22
tom_12dim_mcq,DBEL_08,Diverse Beliefs,0.7727,0.8603,,22
tom_12dim_mcq,DBEL_09,Diverse Beliefs,0.6364,0.8393,,22
tom_12dim_mcq,DBEL_10,Diverse Beliefs,0.7727,0.891,,22
tom_12dim_mcq,DBEL_11,Diverse Beliefs,0.6818,0.8852,,22
tom_12dim_mcq,DBEL_12,Diverse Beliefs,0.7273,0.879,,22
tom_12dim_mcq,DBEL_13,Diverse Beliefs,0.7273,0.8316,,22
tom_12dim_mcq,DD_01,Diverse Desires,0.7273,0.879,,22
tom_12dim_mcq,DD_02,Diverse Desires,0.7727,0.834,,22
tom_12dim_mcq,DD_03,Diverse Desires,0.7727,0.8537,,22
tom_12dim_mcq,DD_04,Diverse Desires,0.7273,0.879,,22
tom_12dim_mcq,DD_05,Diverse Desires,0.7727,0.7595,,22
tom_12dim_mcq,DD_06,Diverse Desires,0.8182,0.8807,,22
tom_12dim_mcq,DD_07,Diverse Desires,0.7727,0.891,,22
tom_12dim_mcq,DD_08,Diverse Desires,0.5909,0.8636,,22
tom_12dim_mcq,DD_09,Diverse Desires,0.6364,0.8775,,22
tom_12dim_mcq,DD_10,Diverse Desires,0.6364,0.8393,,22
tom_12dim_mcq,ER_01,Emotion Recognition,0.8636,0.7765,,22
tom_12dim_mcq,ER_02,Emotion Recognition,0.8182,0.7783,,22
tom_12dim_mcq,ER_03,Emotion Recognition,0.8636,0.7765,,22
tom_12dim_mcq,ER_04,Emotion Recognition,0.7727,0.8537,,22
tom_12dim_mcq,ER_05,Emotion Recognition,0.8182,0.7164,,22
tom_12dim_mcq,ER_06,Emotion Recognition,0.8182,0.7783,,22
tom_12dim_mcq,ER_07,Emotion Recognition,0.8182,0.8807,,22
tom_12dim_mcq,ER_08,Emotion Recognition,0.7727,0.891,,22
tom_12dim_mcq,ER_09,Emotion Recognition,0.8636,0.7765,,22
tom_12dim_mcq,ER_10,Emotion Recognition,0.8636,0.7765,,22
tom_12dim_mcq,ER_11,Emotion Recognition,0.7727,0.891,,22
tom_12dim_mcq,ER_12,Emotion Recognition,0.8636,0.7765,,22
tom_12dim_mcq,FOFB_01,First-Order False Belief,0.7273,0.8254,,22
tom_12dim_mcq,FOFB_02,First-Order False Belief,0.7273,0.879,,22
tom_12dim_mcq,FOFB_03,First-Order False Belief,0.5909,0.6973,,22
tom_12dim_mcq,FOFB_04,First-Order False Belief,0.7273,0.879,,22
tom_12dim_mcq,FOFB_05,First-Order False Belief,0.5,0.5283,,22
tom_12dim_mcq,FOFB_06,First-Order False Belief,0.6818,0.7057,,22
tom_12dim_mcq,FOFB_07,First-Order False Belief,0.5455,0.7359,,22
tom_12dim_mcq,FOFB_08,First-Order False Belief,0.3636,0.5969,,22
tom_12dim_mcq,FOFB_09,First-Order False Belief,0.4545,0.6849,,22
tom_12dim_mcq,FOFB_10,First-Order False Belief,0.7273,0.7573,,22
tom_12dim_mcq,FOFB_11,First-Order False Belief,0.6818,0.761,,22
tom_12dim_mcq,FOFB_12,First-Order False Belief,0.6818,0.828,,22
tom_12dim_mcq,FOFB_13,First-Order False Belief,0.5,0.6404,,22
tom_12dim_mcq,FOFB_14,First-Order False Belief,0.5455,0.806,,22
tom_12dim_mcq,FOFB_15,First-Order False Belief,0.4091,0.6426,,22
tom_12dim_mcq,FOFB_16,First-Order False Belief,0.6364,0.8393,,22
tom_12dim_mcq,FP_01,Faux Pas Detection,0.6818,0.7985,,22
tom_12dim_mcq,FP_02,Faux Pas Detection,0.6364,0.6579,,22
tom_12dim_mcq,FP_03,Faux Pas Detection,0.5455,0.6584,,22
tom_12dim_mcq,FP_04,Faux Pas Detection,0.7273,0.879,,22
tom_12dim_mcq,FP_05,Faux Pas Detection,0.5455,0.7267,,22
tom_12dim_mcq,FP_06,Faux Pas Detection,0.8182,0.8807,,22
tom_12dim_mcq,FP_07,Faux Pas Detection,0.6818,0.8852,,22
tom_12dim_mcq,FP_08,Faux Pas Detection,0.5909,0.6524,,22
tom_12dim_mcq,FP_09,Faux Pas Detection,0.6818,0.8675,,22
tom_12dim_mcq,FP_10,Faux Pas Detection,0.6364,0.8107,,22
tom_12dim_mcq,FP_11,Faux Pas Detection,0.7727,0.891,,22
tom_12dim_mcq,FP_12,Faux Pas Detection,0.6818,0.688,,22
tom_12dim_mcq,FP_13,Faux Pas Detection,0.6364,0.8451,,22
tom_12dim_mcq,HE_01,Hidden Emotion (Appearance vs. Reality),0.8182,0.7378,,22
tom_12dim_mcq,HE_02,Hidden Emotion (Appearance vs. Reality),0.8182,0.8807,,22
tom_12dim_mcq,HE_03,Hidden Emotion (Appearance vs. Reality),0.5909,0.6618,,22
tom_12dim_mcq,HE_04,Hidden Emotion (Appearance vs. Reality),0.6818,0.7985,,22
tom_12dim_mcq,HE_05,Hidden Emotion (Appearance vs. Reality),0.6818,0.8458,,22
tom_12dim_mcq,HE_06,Hidden Emotion (Appearance vs. Reality),0.7727,0.8603,,22
tom_12dim_mcq,HE_07,Hidden Emotion (Appearance vs. Reality),0.8182,0.8807,,22
tom_12dim_mcq,HE_08,Hidden Emotion (Appearance vs. Reality),0.6364,0.8126,,22
tom_12dim_mcq,HE_09,Hidden Emotion (Appearance vs. Reality),0.6818,0.7097,,22
tom_12dim_mcq,HE_10,Hidden Emotion (Appearance vs. Reality),0.6364,0.8775,,22
tom_12dim_mcq,HE_11,Hidden Emotion (Appearance vs. Reality),0.6818,0.828,,22
tom_12dim_mcq,HE_12,Hidden Emotion (Appearance vs. Reality),0.7727,0.6915,,22
tom_12dim_mcq,HE_13,Hidden Emotion (Appearance vs. Reality),0.7273,0.7882,,22
tom_12dim_mcq,IA_01,Intention vs. Accident,0.6818,0.8852,,22
tom_12dim_mcq,IA_02,Intention vs. Accident,0.7273,0.7532,,22
tom_12dim_mcq,IA_03,Intention vs. Accident,0.5909,0.6805,,22
tom_12dim_mcq,IA_04,Intention vs. Accident,0.7273,0.8151,,22
tom_12dim_mcq,IA_05,Intention vs. Accident,0.5909,0.5889,,22
tom_12dim_mcq,IA_06,Intention vs. Accident,0.6364,0.7782,,22
tom_12dim_mcq,IA_07,Intention vs. Accident,0.7273,0.8151,,22
tom_12dim_mcq,IA_08,Intention vs. Accident,0.7727,0.8603,,22
tom_12dim_mcq,IA_09,Intention vs. Accident,0.7273,0.7614,,22
tom_12dim_mcq,IA_10,Intention vs. Accident,0.7273,0.7181,,22
tom_12dim_mcq,IRO_01,Irony,0.8636,0.7765,,22
tom_12dim_mcq,IRO_02,Irony,0.8182,0.8807,,22
tom_12dim_mcq,IRO_03,Irony,0.7727,0.8165,,22
tom_12dim_mcq,IRO_04,Irony,0.6364,0.8775,,22
tom_12dim_mcq,IRO_05,Irony,0.5909,0.7197,,22
tom_12dim_mcq,IRO_06,Irony,0.6818,0.7787,,22
tom_12dim_mcq,IRO_07,Irony,0.6818,0.8852,,22
tom_12dim_mcq,IRO_08,Irony,0.7727,0.8165,,22
tom_12dim_mcq,IRO_09,Irony,0.8182,0.7783,,22
tom_12dim_mcq,IRO_10,Irony,0.7273,0.7573,,22
tom_12dim_mcq,KA_01,Knowledge Access / Ignorance,0.6818,0.7077,,22
tom_12dim_mcq,KA_02,Knowledge Access / Ignorance,0.5909,0.7945,,22
tom_12dim_mcq,KA_03,Knowledge Access / Ignorance,0.4545,0.6406,,22
tom_12dim_mcq,KA_04,Knowledge Access / Ignorance,0.8182,0.745,,22
tom_12dim_mcq,KA_05,Knowledge Access / Ignorance,0.6364,0.7037,,22
tom_12dim_mcq,KA_06,Knowledge Access / Ignorance,0.7273,0.8316,,22
tom_12dim_mcq,KA_07,Knowledge Access / Ignorance,0.7727,0.7244,,22
tom_12dim_mcq,KA_08,Knowledge Access / Ignorance,0.8636,0.7765,,22
tom_12dim_mcq,KA_09,Knowledge Access / Ignorance,0.5909,0.8094,,22
tom_12dim_mcq,KA_10,Knowledge Access / Ignorance,0.6818,0.7748,,22
tom_12dim_mcq,SAR_01,Sarcasm,0.5455,0.7414,,22
tom_12dim_mcq,SAR_02,Sarcasm,0.7273,0.879,,22
tom_12dim_mcq,SAR_03,Sarcasm,0.6364,0.7037,,22
tom_12dim_mcq,SAR_04,Sarcasm,0.7273,0.8852,,22
tom_12dim_mcq,SAR_05,Sarcasm,0.6364,0.7782,,22
tom_12dim_mcq,SAR_06,Sarcasm,0.5,0.6735,,22
tom_12dim_mcq,SAR_07,Sarcasm,0.4091,0.6295,,22
tom_12dim_mcq,SAR_08,Sarcasm,0.8182,0.8807,,22
tom_12dim_mcq,SAR_09,Sarcasm,0.5,0.6514,,22
tom_12dim_mcq,SAR_10,Sarcasm,0.3636,0.5683,,22
tom_12dim_mcq,SOFB_01,Second-Order False Belief,0.4091,0.6482,,22
tom_12dim_mcq,SOFB_02,Second-Order False Belief,0.5909,0.7963,,22
tom_12dim_mcq,SOFB_03,Second-Order False Belief,0.6818,0.8458,,22
tom_12dim_mcq,SOFB_04,Second-Order False Belief,0.5455,0.6732,,22
tom_12dim_mcq,SOFB_05,Second-Order False Belief,0.5455,0.675,,22
tom_12dim_mcq,SOFB_06,Second-Order False Belief,0.6364,0.7859,,22
tom_12dim_mcq,SOFB_07,Second-Order False Belief,0.5,0.7415,,22
tom_12dim_mcq,SOFB_08,Second-Order False Belief,0.6364,0.6598,,22
tom_12dim_mcq,SOFB_09,Second-Order False Belief,0.6364,0.6216,,22
tom_12dim_mcq,SOFB_10,Second-Order False Belief,0.5909,0.8001,,22
tom_12dim_mcq,SOFB_11,Second-Order False Belief,0.6364,0.7534,,22
tom_12dim_mcq,SOFB_12,Second-Order False Belief,0.5909,0.8113,,22
tom_12dim_mcq,SOFB_13,Second-Order False Belief,0.5,0.6551,,22
tom_12dim_mcq,SOFB_14,Second-Order False Belief,0.8182,0.8807,,22
tom_12dim_mcq,WL_01,White Lies / Prosocial Deception,0.7727,0.8603,,22
tom_12dim_mcq,WL_02,White Lies / Prosocial Deception,0.5909,0.7963,,22
tom_12dim_mcq,WL_03,White Lies / Prosocial Deception,0.7727,0.8165,,22
tom_12dim_mcq,WL_04,White Lies / Prosocial Deception,0.6818,0.8517,,22
tom_12dim_mcq,WL_05,White Lies / Prosocial Deception,0.7727,0.834,,22
tom_12dim_mcq,WL_06,White Lies / Prosocial Deception,0.8636,0.7765,,22
tom_12dim_mcq,WL_07,White Lies / Prosocial Deception,0.7273,0.7346,,22
tom_12dim_mcq,WL_08,White Lies / Prosocial Deception,0.6818,0.7156,,22
tom_12dim_mcq,WL_09,White Lies / Prosocial Deception,0.6364,0.7591,,22
tom_12dim_mcq,WL_10,White Lies / Prosocial Deception,0.7273,0.7305,,22
