family,dim_rank,tom_dimension,validated_age_band,slope_logodds,slope_or,se,lo,hi
Llama,2,Knowledge Access / Ignorance,3-4 yrs,2.4937490831048335,12.106579717381358,3.4591660866955483,0.013756876829794696,10654.254905871469
Llama,3,Emotion Recognition,6-8 yrs,2.3826672340044395,10.833760536238918,3.3158900838500602,0.016301839409270477,7199.823554256218
Llama,4,First-Order False Belief,4-5 yrs,2.2715853849040455,9.694758560756815,3.220257626082983,0.01759536854855362,5341.652452008096
Llama,5,Intention vs. Accident,7-8 yrs,2.1605035358036515,8.675504986193545,3.1765746340761374,0.01715299050699848,4387.828859041283
Llama,6,Hidden Emotion (Appearance vs. Reality),4-6 yrs,2.049421686703258,7.763410124531622,3.1869779934455402,0.01503980117267131,4007.4024961977025
Llama,7,Second-Order False Belief,6-7 yrs,1.938339837602864,6.947207898283314,3.250948500498934,0.011872633615837111,4065.1214501886284
Llama,8,White Lies / Prosocial Deception,5-7 yrs,1.82725798850247,6.216816683362053,3.365432910106254,0.008488945296385539,4552.839996623003
Llama,9,Sarcasm,6-8 yrs,1.7161761394020763,5.563214782168684,3.5255136206368745,0.005550703752300568,5575.75401132023
Llama,10,Faux Pas Detection,9-11 yrs,1.6050942903016825,4.9783289887522875,3.725317302392627,0.0033576041082175865,7381.382295665591
Llama,11,Irony,7-9 yrs,1.4940124412012885,4.454934869616883,3.958834022165557,0.001901138727176877,10439.24065551999
Mistral,0,Diverse Desires,2-3 yrs,-0.33331773512242313,0.7165424872674633,7.581118400422108,2.5238508519828026e-7,2034324.3962141306
Mistral,1,Diverse Beliefs,3-4 yrs,-0.22860372147281238,0.7956437675811041,7.573383820427187,2.8452747659273314e-7,2224913.433568977
Mistral,2,Knowledge Access / Ignorance,3-4 yrs,-0.12388970782320163,0.8834772761414162,7.567217325519075,3.197790124404756e-7,2440848.4206059244
Mistral,3,Emotion Recognition,6-8 yrs,-0.019175694173590885,0.9810069898884649,7.5626227515063835,3.582924490895845e-7,2686003.337930807
Mistral,4,First-Order False Belief,4-5 yrs,0.08553831947601986,1.0893033020760814,7.559602964534979,4.002071731627376e-7,2964918.5808854857
Mistral,5,Intention vs. Accident,7-8 yrs,0.1902523331256306,1.209554769888808,7.558159852176205,4.456459754555015e-7,3282925.959031475
Mistral,6,Hidden Emotion (Appearance vs. Reality),4-6 yrs,0.29496634677524136,1.343081158913612,7.558294317538088,4.947117755403151e-7,3646298.8928423678
Mistral,7,Second-Order False Belief,6-7 yrs,0.3996803604248521,1.4913479276300623,7.560006276442304,5.474843602582811e-7,4062433.199365247
Mistral,8,White Lies / Prosocial Deception,5-7 yrs,0.5043943740744629,1.6559823108869467,7.563294657687457,6.040172045922879e-7,4540065.072850889
Mistral,9,Sarcasm,6-8 yrs,0.6091083877240736,1.8387911788822429,7.568157406396776,6.643344471476411e-7,5089534.366390801
Mistral,10,Faux Pas Detection,9-11 yrs,0.7138224013736844,2.0417808676496056,7.574591490425822,7.28428094370398e-7,5723103.136354532
Mistral,11,Irony,7-9 yrs,0.8185364150232951,2.267179198691899,7.582592909783716,7.962555275128345e-7,6455341.710514398
Qwen,0,Diverse Desires,2-3 yrs,1.6830195291867822,5.381781908998184,1.2163552445693595,0.4960707356790792,58.38598093550396
Qwen,1,Diverse Beliefs,3-4 yrs,1.6960955974527632,5.452616566749079,1.1925937593513305,0.5265609598730294,56.46265046150709
Qwen,2,Knowledge Access / Ignorance,3-4 yrs,1.709171665718744,5.524383545583125,1.1726891337294991,0.5547159842047166,55.0170076718876
Qwen,3,Emotion Recognition,6-8 yrs,1.7222477339847249,5.597095116648794,1.1568404685011235,0.5797492570908646,54.03624646629569
Qwen,4,First-Order False Belief,4-5 yrs,1.7353238022507058,5.6707637126066,1.1452161675542767,0.6009161412840733,53.51422415696742
Qwen,5,Intention vs. Accident,7-8 yrs,1.7483998705166865,5.745401929754915,1.137945695964734,0.6175633074343251,53.45143232613756
Qwen,6,Hidden Emotion (Appearance vs. Reality),4-6 yrs,1.7614759387826675,5.821022530183757,1.1351127165056216,0.6291755385824102,53.855086886008515
Qwen,7,Second-Order False Belief,6-7 yrs,1.7745520070486485,5.897638443956927,1.1367504066645553,0.6354138309867373,54.7393486251713
Qwen,8,White Lies / Prosocial Deception,5-7 yrs,1.7876280753146292,5.975262771322873,1.1428395471816868,0.6361394764051503,56.12568707120727
Qwen,9,Sarcasm,6-8 yrs,1.8007041435806102,6.053908784954649,1.1533096331098625,0.6314208147872656,58.04340103817911
Qwen,10,Faux Pas Detection,9-11 yrs,1.8137802118465909,6.13358993221935,1.168042860821776,0.6215221088059473,60.53030925786205
Qwen,11,Irony,7-9 yrs,1.8268562801125718,6.214319837477434,1.18688048062161,0.606876807295111,63.63362477895217
