type,label,value,task
item,FOFB_05,-0.744713627298616,tom_12dim_mcq
item,FOFB_06,-1.733063013106902,tom_12dim_mcq
item,FOFB_07,-0.7447136272986162,tom_12dim_mcq
item,FOFB_08,0.5438367597482353,tom_12dim_mcq
item,FOFB_09,-0.29420688907072934,tom_12dim_mcq
item,FOFB_10,-3.7499206952962325,tom_12dim_mcq
item,FOFB_11,-2.3036645101191477,tom_12dim_mcq
item,FOFB_12,-2.962595870955988,tom_12dim_mcq
item,FP_01,-1.7330630131069018,tom_12dim_mcq
item,FP_02,-2.3036645101191473,tom_12dim_mcq
item,FP_03,-1.7330630131069018,tom_12dim_mcq
item,FP_04,-4.723180390680984,tom_12dim_mcq
item,FP_05,-1.7330630131069018,tom_12dim_mcq
item,FP_06,-2.303664510119147,tom_12dim_mcq
item,FP_07,-2.962595870955988,tom_12dim_mcq
item,FP_08,-0.7447136272986163,tom_12dim_mcq
item,FP_09,-1.7330630131069023,tom_12dim_mcq
item,FP_10,-2.9625958709559876,tom_12dim_mcq
item,HE_01,-2.3036645101191473,tom_12dim_mcq
item,HE_02,-2.3036645101191473,tom_12dim_mcq
item,HE_03,-0.7447136272986161,tom_12dim_mcq
item,HE_04,-2.3036645101191473,tom_12dim_mcq
item,HE_05,-1.220430069902826,tom_12dim_mcq
item,HE_06,-2.962595870955988,tom_12dim_mcq
item,HE_07,-4.723180390680984,tom_12dim_mcq
item,HE_08,-2.962595870955988,tom_12dim_mcq
item,HE_09,-2.962595870955988,tom_12dim_mcq
item,HE_10,-0.7447136272986159,tom_12dim_mcq
item,IA_01,-0.7447136272986152,tom_12dim_mcq
item,IA_02,-2.3036645101191473,tom_12dim_mcq
item,IA_03,-1.7330630131069023,tom_12dim_mcq
item,IA_04,-1.7330630131069016,tom_12dim_mcq
item,IA_05,-2.3036645101191473,tom_12dim_mcq
item,IA_06,-2.3036645101191477,tom_12dim_mcq
item,IA_07,-2.962595870955988,tom_12dim_mcq
item,IA_08,-2.962595870955988,tom_12dim_mcq
item,IA_09,-2.962595870955988,tom_12dim_mcq
item,IA_10,-2.3036645101191473,tom_12dim_mcq
item,IRO_01,-2.962595870955988,tom_12dim_mcq
item,IRO_02,-4.723180390680985,tom_12dim_mcq
item,IRO_03,-3.7499206952962325,tom_12dim_mcq
item,IRO_04,-2.962595870955988,tom_12dim_mcq
item,IRO_05,-0.744713627298615,tom_12dim_mcq
item,IRO_06,-3.749920695296232,tom_12dim_mcq
item,IRO_07,-2.3036645101191473,tom_12dim_mcq
item,IRO_08,-4.723180390680985,tom_12dim_mcq
item,IRO_09,-2.962595870955988,tom_12dim_mcq
item,IRO_10,-1.2204300699028265,tom_12dim_mcq
item,KA_01,-1.7330630131069018,tom_12dim_mcq
item,KA_02,-1.7330630131069016,tom_12dim_mcq
item,KA_03,-2.3036645101191473,tom_12dim_mcq
item,KA_04,-0.7447136272986155,tom_12dim_mcq
item,KA_05,-2.3036645101191473,tom_12dim_mcq
item,KA_06,-2.3036645101191473,tom_12dim_mcq
item,KA_07,-2.3036645101191473,tom_12dim_mcq
item,KA_08,-3.7499206952962325,tom_12dim_mcq
item,KA_09,-0.294206889070729,tom_12dim_mcq
item,KA_10,-0.7447136272986159,tom_12dim_mcq
item,SAR_01,-1.2204300699028272,tom_12dim_mcq
item,SAR_02,-2.962595870955988,tom_12dim_mcq
item,SAR_03,-1.7330630131069016,tom_12dim_mcq
item,SAR_04,-1.2204300699028272,tom_12dim_mcq
item,SAR_05,-1.7330630131069018,tom_12dim_mcq
item,SAR_06,-2.9625958709559885,tom_12dim_mcq
item,SAR_07,-1.2204300699028265,tom_12dim_mcq
item,SAR_08,-2.3036645101191473,tom_12dim_mcq
item,SAR_09,-0.7447136272986157,tom_12dim_mcq
item,SAR_10,-1.2204300699028268,tom_12dim_mcq
item,SOFB_01,-1.7330630131069027,tom_12dim_mcq
item,SOFB_02,-2.3036645101191473,tom_12dim_mcq
item,SOFB_03,-3.749920695296232,tom_12dim_mcq
item,SOFB_04,-2.9625958709559885,tom_12dim_mcq
item,SOFB_05,-1.7330630131069025,tom_12dim_mcq
item,SOFB_06,-2.3036645101191477,tom_12dim_mcq
item,SOFB_07,-2.9625958709559885,tom_12dim_mcq
item,SOFB_08,-2.3036645101191477,tom_12dim_mcq
item,SOFB_09,-1.7330630131069027,tom_12dim_mcq
item,SOFB_10,-2.3036645101191477,tom_12dim_mcq
item,WL_01,-2.962595870955988,tom_12dim_mcq
item,WL_02,-1.7330630131069016,tom_12dim_mcq
item,WL_03,-2.962595870955988,tom_12dim_mcq
item,WL_04,-1.7330630131069025,tom_12dim_mcq
item,WL_05,-3.7499206952962316,tom_12dim_mcq
item,WL_06,-3.7499206952962316,tom_12dim_mcq
item,WL_07,-1.2204300699028272,tom_12dim_mcq
item,WL_08,-2.962595870955988,tom_12dim_mcq
item,WL_09,-1.220430069902826,tom_12dim_mcq
item,WL_10,-2.962595870955988,tom_12dim_mcq
person,openai/o4-mini,4.113221775350731,tom_12dim_mcq
person,openai/o3-mini,2.303748523604177,tom_12dim_mcq
person,openai/o1,4.113221775350731,tom_12dim_mcq
person,openai/gpt-4o-2024-08-06,4.113221775350731,tom_12dim_mcq
person,openai/gpt-4o-mini,4.113221775350731,tom_12dim_mcq
person,openai-api/local/meta-llama/llama-3.3-70b-instruct,4.113221775350731,tom_12dim_mcq
person,openai-api/local/google/gemma-7b-it,-0.9778722093825971,tom_12dim_mcq
person,openai-api/local/mistralai/mixtral-8x7b-instruct,-5.907477823830282,tom_12dim_mcq
person,openai-api/local/mistralai/mistral-7b-instruct-v0.3,-5.230589992293887,tom_12dim_mcq
person,openai-api/local/mistralai/mistral-7b-instruct-v0.2,-0.7422889067421766,tom_12dim_mcq
person,openai-api/local/mistralai/mistral-7b-instruct,-1.581726845728205,tom_12dim_mcq
person,openai-api/local/qwen/qwen3-8b,3.0256986885509543,tom_12dim_mcq
person,openai-api/local/qwen/qwen2.5-72b-instruct,4.113221775350731,tom_12dim_mcq
person,openai-api/local/qwen/qwen2.5-7b-instruct,-1.1407966905355502,tom_12dim_mcq
person,openai-api/local/qwen/qwen2-72b-instruct,3.025698688550952,tom_12dim_mcq
person,openai-api/local/qwen/qwen2-7b-instruct,0.8637945074485932,tom_12dim_mcq
person,openai-api/local/qwen/qwen-1.5-72b-chat,2.303748523604173,tom_12dim_mcq
person,openai-api/local/qwen/qwen1.5-14b-chat,-3.452677947381292,tom_12dim_mcq
person,openai-api/local/qwen/qwen1.5-7b-chat,-1.7619006505179249,tom_12dim_mcq
person,openai-api/local/meta-llama/llama-3.1-8b-instruct,0.3131541272082404,tom_12dim_mcq
person,openai-api/local/meta-llama/llama-3-70b-instruct,4.113221775350731,tom_12dim_mcq
person,openai-api/local/meta-llama/llama-3-8b-instruct,0.5611724986807248,tom_12dim_mcq
person,anthropic/claude-sonnet-5,4.113221775350731,tom_12dim_mcq
person,anthropic/claude-fable-5,4.113221775350731,tom_12dim_mcq
person,anthropic/claude-opus-4-8,4.113221775350731,tom_12dim_mcq
person,anthropic/claude-opus-4-7,4.113221775350731,tom_12dim_mcq
person,anthropic/claude-sonnet-4-6,-3.316653501917193,tom_12dim_mcq
person,anthropic/claude-opus-4-6,4.113221775350731,tom_12dim_mcq
person,anthropic/claude-opus-4-5-20251101,2.3037485236041775,tom_12dim_mcq
person,anthropic/claude-haiku-4-5-20251001,4.113221775350731,tom_12dim_mcq
person,anthropic/claude-sonnet-4-5-20250929,4.113221775350731,tom_12dim_mcq
item,DBEL_FR_01,-1.3223087472324393,tom_12dim_freeresponse
item,DBEL_FR_02,-4.94497773055861,tom_12dim_freeresponse
item,DBEL_FR_03,-2.7956530198487317,tom_12dim_freeresponse
item,DBEL_FR_04,-4.94497773055861,tom_12dim_freeresponse
item,DBEL_FR_05,-0.19981748924160364,tom_12dim_freeresponse
item,DD_FR_01,-4.94497773055861,tom_12dim_freeresponse
item,DD_FR_02,3.974389195422393e-4,tom_12dim_freeresponse
item,DD_FR_03,-3.525269935679476,tom_12dim_freeresponse
item,DD_FR_04,-3.525269935679476,tom_12dim_freeresponse
item,DD_FR_05,-4.94497773055861,tom_12dim_freeresponse
item,ER_FR_01,-4.94497773055861,tom_12dim_freeresponse
item,ER_FR_02,-4.94497773055861,tom_12dim_freeresponse
item,ER_FR_03,-3.525269935679476,tom_12dim_freeresponse
item,ER_FR_04,-0.4041701935276567,tom_12dim_freeresponse
item,ER_FR_05,-4.94497773055861,tom_12dim_freeresponse
item,FOFB_FR_01,-1.3223087472324393,tom_12dim_freeresponse
item,FOFB_FR_02,-2.795653019848732,tom_12dim_freeresponse
item,FOFB_FR_03,-1.6020352712777137,tom_12dim_freeresponse
item,FOFB_FR_04,-1.6020352712777135,tom_12dim_freeresponse
item,FOFB_FR_05,-0.6150785552507121,tom_12dim_freeresponse
item,FP_FR_01,2.7674254270480634,tom_12dim_freeresponse
item,FP_FR_02,1.4405559625715412,tom_12dim_freeresponse
item,FP_FR_03,0.19852306504834843,tom_12dim_freeresponse
item,FP_FR_04,-1.322308747232439,tom_12dim_freeresponse
item,FP_FR_05,-0.1998174892416035,tom_12dim_freeresponse
item,HE_FR_01,-1.3223087472324393,tom_12dim_freeresponse
item,HE_FR_02,-3.525269935679476,tom_12dim_freeresponse
item,HE_FR_03,-2.3034559641788706,tom_12dim_freeresponse
item,HE_FR_04,-2.7956530198487317,tom_12dim_freeresponse
item,HE_FR_05,-0.40417019352765665,tom_12dim_freeresponse
item,IA_FR_01,-4.94497773055861,tom_12dim_freeresponse
item,IA_FR_02,-1.6020352712777137,tom_12dim_freeresponse
item,IA_FR_03,-1.0694783666849021,tom_12dim_freeresponse
item,IA_FR_04,-2.3034559641788706,tom_12dim_freeresponse
item,IA_FR_05,-2.30345596417887,tom_12dim_freeresponse
item,IRO_FR_01,-4.94497773055861,tom_12dim_freeresponse
item,IRO_FR_02,-4.94497773055861,tom_12dim_freeresponse
item,IRO_FR_03,-2.3034559641788706,tom_12dim_freeresponse
item,IRO_FR_04,-1.6020352712777135,tom_12dim_freeresponse
item,IRO_FR_05,-4.94497773055861,tom_12dim_freeresponse
item,KA_FR_01,-4.94497773055861,tom_12dim_freeresponse
item,KA_FR_02,-4.94497773055861,tom_12dim_freeresponse
item,KA_FR_03,1.4405559625715416,tom_12dim_freeresponse
item,KA_FR_04,-3.525269935679476,tom_12dim_freeresponse
item,KA_FR_05,-2.3034559641788706,tom_12dim_freeresponse
item,SAR_FR_01,-2.795653019848732,tom_12dim_freeresponse
item,SAR_FR_02,-2.7956530198487317,tom_12dim_freeresponse
item,SAR_FR_03,-2.795653019848732,tom_12dim_freeresponse
item,SAR_FR_04,-1.0694783666849021,tom_12dim_freeresponse
item,SAR_FR_05,-1.6020352712777137,tom_12dim_freeresponse
item,SOFB_FR_01,-1.322308747232439,tom_12dim_freeresponse
item,SOFB_FR_02,-0.8355416231381412,tom_12dim_freeresponse
item,SOFB_FR_03,-2.30345596417887,tom_12dim_freeresponse
item,SOFB_FR_04,-1.3223087472324393,tom_12dim_freeresponse
item,SOFB_FR_05,-0.40417019352765693,tom_12dim_freeresponse
item,WL_FR_01,3.974389195422328e-4,tom_12dim_freeresponse
item,WL_FR_02,-0.1998174892416034,tom_12dim_freeresponse
item,WL_FR_03,-2.7956530198487317,tom_12dim_freeresponse
item,WL_FR_04,-2.7956530198487317,tom_12dim_freeresponse
item,WL_FR_05,-3.525269935679476,tom_12dim_freeresponse
person,openai/o4-mini,-0.5173256030619592,tom_12dim_freeresponse
person,openai/o3-mini,-0.5173256030619601,tom_12dim_freeresponse
person,openai/o1,0.2232744534396838,tom_12dim_freeresponse
person,openai/gpt-4o-2024-08-06,0.05900936495704995,tom_12dim_freeresponse
person,openai/gpt-4o-mini,-1.0148974965336284,tom_12dim_freeresponse
person,openai-api/local/meta-llama/llama-3.3-70b-instruct,1.0287871362145589,tom_12dim_freeresponse
person,openai-api/local/google/gemma-7b-it,-2.1238680980014504,tom_12dim_freeresponse
person,openai-api/local/mistralai/mixtral-8x7b-instruct,-5.826269259648718,tom_12dim_freeresponse
person,openai-api/local/mistralai/mistral-7b-instruct-v0.3,-1.1318805731365162,tom_12dim_freeresponse
person,openai-api/local/mistralai/mistral-7b-instruct-v0.2,-0.6471892164454511,tom_12dim_freeresponse
person,openai-api/local/mistralai/mistral-7b-instruct,-1.9082683439737052,tom_12dim_freeresponse
person,openai-api/local/qwen/qwen3-8b,0.7975536978621018,tom_12dim_freeresponse
person,openai-api/local/qwen/qwen2.5-72b-instruct,0.22327445343968375,tom_12dim_freeresponse
person,openai-api/local/qwen/qwen2.5-7b-instruct,-0.09572104733518472,tom_12dim_freeresponse
person,openai-api/local/qwen/qwen2-72b-instruct,1.2903341199720784,tom_12dim_freeresponse
person,openai-api/local/qwen/qwen2-7b-instruct,-0.09572104733518456,tom_12dim_freeresponse
person,openai-api/local/qwen/qwen-1.5-72b-chat,0.7975536978621028,tom_12dim_freeresponse
person,openai-api/local/qwen/qwen1.5-14b-chat,0.059009364957050066,tom_12dim_freeresponse
person,openai-api/local/qwen/qwen1.5-7b-chat,-0.5173256030619598,tom_12dim_freeresponse
person,openai-api/local/meta-llama/llama-3.1-8b-instruct,-0.5173256030619596,tom_12dim_freeresponse
person,openai-api/local/meta-llama/llama-3-70b-instruct,1.2903341199720788,tom_12dim_freeresponse
person,openai-api/local/meta-llama/llama-3-8b-instruct,0.0590093649570498,tom_12dim_freeresponse
person,anthropic/claude-sonnet-5,3.0112656784634417,tom_12dim_freeresponse
person,anthropic/claude-fable-5,3.8299318827640167,tom_12dim_freeresponse
person,anthropic/claude-opus-4-8,3.011265678463443,tom_12dim_freeresponse
person,anthropic/claude-opus-4-7,3.0112656784634417,tom_12dim_freeresponse
person,anthropic/claude-sonnet-4-6,3.011265678463443,tom_12dim_freeresponse
person,anthropic/claude-opus-4-6,3.011265678463443,tom_12dim_freeresponse
person,anthropic/claude-opus-4-5-20251101,1.955208009537652,tom_12dim_freeresponse
person,anthropic/claude-haiku-4-5-20251001,0.7975536978621015,tom_12dim_freeresponse
person,anthropic/claude-sonnet-4-5-20250929,3.011265678463443,tom_12dim_freeresponse
