task,item_id,tom_dimension,facility,discrimination,flag,n_models
tom_12dim_freeresponse,HE_FR_03,Hidden Emotion (Appearance vs. Reality),0.871,0.6769,,31
tom_12dim_freeresponse,HE_FR_04,Hidden Emotion (Appearance vs. Reality),0.9032,0.6582,too-easy,31
tom_12dim_freeresponse,HE_FR_05,Hidden Emotion (Appearance vs. Reality),0.6452,0.5621,,31
tom_12dim_freeresponse,IA_FR_01,Intention vs. Accident,0.9677,0.7672,too-easy,31
tom_12dim_freeresponse,IA_FR_02,Intention vs. Accident,0.8065,0.6249,,31
tom_12dim_freeresponse,IA_FR_03,Intention vs. Accident,0.7419,0.3867,,31
tom_12dim_freeresponse,IA_FR_04,Intention vs. Accident,0.871,0.6103,,31
tom_12dim_freeresponse,IA_FR_05,Intention vs. Accident,0.871,0.577,,31
tom_12dim_freeresponse,IRO_FR_01,Irony,0.9677,0.7672,too-easy,31
tom_12dim_freeresponse,IRO_FR_02,Irony,0.9677,0.7672,too-easy,31
tom_12dim_freeresponse,IRO_FR_03,Irony,0.871,0.6436,,31
tom_12dim_freeresponse,IRO_FR_04,Irony,0.8065,0.632,,31
tom_12dim_freeresponse,IRO_FR_05,Irony,0.9677,0.7672,too-easy,31
tom_12dim_freeresponse,KA_FR_01,Knowledge Access / Ignorance,0.9677,0.7672,too-easy,31
tom_12dim_freeresponse,KA_FR_02,Knowledge Access / Ignorance,0.9677,0.7672,too-easy,31
tom_12dim_freeresponse,KA_FR_03,Knowledge Access / Ignorance,0.3548,0.5459,,31
tom_12dim_freeresponse,KA_FR_04,Knowledge Access / Ignorance,0.9355,0.7287,too-easy,31
tom_12dim_freeresponse,KA_FR_05,Knowledge Access / Ignorance,0.871,0.5936,,31
tom_12dim_freeresponse,SAR_FR_01,Sarcasm,0.9032,0.5638,too-easy,31
tom_12dim_freeresponse,SAR_FR_02,Sarcasm,0.9032,0.6865,too-easy,31
tom_12dim_freeresponse,SAR_FR_03,Sarcasm,0.9032,0.4506,too-easy,31
tom_12dim_freeresponse,SAR_FR_04,Sarcasm,0.7419,0.5206,,31
tom_12dim_freeresponse,SAR_FR_05,Sarcasm,0.8065,0.5684,,31
tom_12dim_freeresponse,SOFB_FR_01,Second-Order False Belief,0.7742,0.6544,,31
tom_12dim_freeresponse,SOFB_FR_02,Second-Order False Belief,0.7097,0.5054,,31
tom_12dim_freeresponse,SOFB_FR_03,Second-Order False Belief,0.871,0.6186,,31
tom_12dim_freeresponse,SOFB_FR_04,Second-Order False Belief,0.7742,0.4409,,31
tom_12dim_freeresponse,SOFB_FR_05,Second-Order False Belief,0.6452,0.428,,31
tom_12dim_freeresponse,WL_FR_01,White Lies / Prosocial Deception,0.5806,0.5798,,31
tom_12dim_freeresponse,WL_FR_02,White Lies / Prosocial Deception,0.6129,0.4524,,31
tom_12dim_freeresponse,WL_FR_03,White Lies / Prosocial Deception,0.9032,0.611,too-easy,31
tom_12dim_freeresponse,WL_FR_04,White Lies / Prosocial Deception,0.9032,0.5827,too-easy,31
tom_12dim_freeresponse,WL_FR_05,White Lies / Prosocial Deception,0.9355,0.5583,too-easy,31
tom_12dim_mcq,DBEL_01,Diverse Beliefs,0.9032,0.8289,too-easy,31
tom_12dim_mcq,DBEL_02,Diverse Beliefs,0.9032,0.8289,too-easy,31
tom_12dim_mcq,DBEL_03,Diverse Beliefs,0.871,0.9135,,31
tom_12dim_mcq,DBEL_04,Diverse Beliefs,0.9032,0.8289,too-easy,31
tom_12dim_mcq,DBEL_05,Diverse Beliefs,0.8387,0.8856,,31
tom_12dim_mcq,DBEL_06,Diverse Beliefs,0.9032,0.8289,too-easy,31
tom_12dim_mcq,DBEL_07,Diverse Beliefs,0.9355,0.7602,too-easy,31
tom_12dim_mcq,DBEL_08,Diverse Beliefs,0.9355,0.6406,too-easy,31
tom_12dim_mcq,DBEL_09,Diverse Beliefs,0.871,0.9135,,31
tom_12dim_mcq,DBEL_10,Diverse Beliefs,0.9355,0.6406,too-easy,31
tom_12dim_mcq,DD_01,Diverse Desires,0.8387,0.8856,,31
tom_12dim_mcq,DD_02,Diverse Desires,0.871,0.9135,,31
tom_12dim_mcq,DD_03,Diverse Desires,0.9032,0.8289,too-easy,31
tom_12dim_mcq,DD_04,Diverse Desires,0.9355,0.7602,too-easy,31
tom_12dim_mcq,DD_05,Diverse Desires,0.8387,0.8624,,31
tom_12dim_mcq,DD_06,Diverse Desires,0.8387,0.8443,,31
tom_12dim_mcq,DD_07,Diverse Desires,0.9032,0.8289,too-easy,31
tom_12dim_mcq,DD_08,Diverse Desires,0.871,0.9135,,31
tom_12dim_mcq,DD_09,Diverse Desires,0.8387,0.7078,,31
tom_12dim_mcq,DD_10,Diverse Desires,0.871,0.9135,,31
tom_12dim_mcq,ER_01,Emotion Recognition,0.9677,0.5607,too-easy,31
tom_12dim_mcq,ER_02,Emotion Recognition,0.871,0.9135,,31
tom_12dim_mcq,ER_03,Emotion Recognition,0.9032,0.7392,too-easy,31
tom_12dim_mcq,ER_04,Emotion Recognition,0.9032,0.8385,too-easy,31
tom_12dim_mcq,ER_05,Emotion Recognition,0.871,0.9135,,31
tom_12dim_mcq,ER_06,Emotion Recognition,0.871,0.7213,,31
tom_12dim_mcq,ER_07,Emotion Recognition,0.9032,0.7392,too-easy,31
tom_12dim_mcq,ER_08,Emotion Recognition,0.9032,0.7392,too-easy,31
tom_12dim_mcq,ER_09,Emotion Recognition,0.871,0.9135,,31
tom_12dim_mcq,ER_10,Emotion Recognition,0.9032,0.8289,too-easy,31
tom_12dim_mcq,ER_11,Emotion Recognition,0.871,0.9135,,31
tom_12dim_mcq,ER_12,Emotion Recognition,0.9032,0.7392,too-easy,31
tom_12dim_mcq,FOFB_01,First-Order False Belief,0.7742,0.5254,,31
tom_12dim_mcq,FOFB_02,First-Order False Belief,0.8387,0.6176,,31
tom_12dim_mcq,FOFB_03,First-Order False Belief,0.8065,0.6291,,31
tom_12dim_mcq,FOFB_04,First-Order False Belief,0.8387,0.6975,,31
tom_12dim_mcq,FOFB_05,First-Order False Belief,0.7419,0.5509,,31
tom_12dim_mcq,FOFB_06,First-Order False Belief,0.8065,0.4972,,31
tom_12dim_mcq,FOFB_07,First-Order False Belief,0.7419,0.6418,,31
tom_12dim_mcq,FOFB_08,First-Order False Belief,0.6452,0.5486,,31
tom_12dim_mcq,FOFB_09,First-Order False Belief,0.7097,0.6282,,31
tom_12dim_mcq,FOFB_10,First-Order False Belief,0.9032,0.6591,too-easy,31
tom_12dim_mcq,FOFB_11,First-Order False Belief,0.8387,0.646,,31
tom_12dim_mcq,FOFB_12,First-Order False Belief,0.871,0.8004,,31
tom_12dim_mcq,FP_01,Faux Pas Detection,0.8065,0.8449,,31
tom_12dim_mcq,FP_02,Faux Pas Detection,0.8387,0.7902,,31
tom_12dim_mcq,FP_03,Faux Pas Detection,0.8065,0.8449,,31
tom_12dim_mcq,FP_04,Faux Pas Detection,0.9355,0.4825,too-easy,31
tom_12dim_mcq,FP_05,Faux Pas Detection,0.8065,0.8449,,31
tom_12dim_mcq,FP_06,Faux Pas Detection,0.8387,0.7387,,31
tom_12dim_mcq,FP_07,Faux Pas Detection,0.871,0.7976,,31
tom_12dim_mcq,FP_08,Faux Pas Detection,0.7419,0.7436,,31
tom_12dim_mcq,FP_09,Faux Pas Detection,0.8065,0.7082,,31
tom_12dim_mcq,FP_10,Faux Pas Detection,0.871,0.7524,,31
tom_12dim_mcq,HE_01,Hidden Emotion (Appearance vs. Reality),0.8387,0.7567,,31
tom_12dim_mcq,HE_02,Hidden Emotion (Appearance vs. Reality),0.8387,0.8624,,31
tom_12dim_mcq,HE_03,Hidden Emotion (Appearance vs. Reality),0.7419,0.7977,,31
tom_12dim_mcq,HE_04,Hidden Emotion (Appearance vs. Reality),0.8387,0.8856,,31
tom_12dim_mcq,HE_05,Hidden Emotion (Appearance vs. Reality),0.7742,0.8245,,31
tom_12dim_mcq,HE_06,Hidden Emotion (Appearance vs. Reality),0.871,0.9135,,31
tom_12dim_mcq,HE_07,Hidden Emotion (Appearance vs. Reality),0.9355,0.7602,too-easy,31
tom_12dim_mcq,HE_08,Hidden Emotion (Appearance vs. Reality),0.871,0.9135,,31
tom_12dim_mcq,HE_09,Hidden Emotion (Appearance vs. Reality),0.871,0.7976,,31
tom_12dim_mcq,HE_10,Hidden Emotion (Appearance vs. Reality),0.7419,0.7891,,31
tom_12dim_mcq,IA_01,Intention vs. Accident,0.7419,0.7609,,31
tom_12dim_mcq,IA_02,Intention vs. Accident,0.8387,0.8624,,31
tom_12dim_mcq,IA_03,Intention vs. Accident,0.8065,0.8833,,31
tom_12dim_mcq,IA_04,Intention vs. Accident,0.8065,0.8521,,31
tom_12dim_mcq,IA_05,Intention vs. Accident,0.8387,0.8856,,31
tom_12dim_mcq,IA_06,Intention vs. Accident,0.8387,0.7593,,31
tom_12dim_mcq,IA_07,Intention vs. Accident,0.871,0.9135,,31
tom_12dim_mcq,IA_08,Intention vs. Accident,0.871,0.7213,,31
tom_12dim_mcq,IA_09,Intention vs. Accident,0.871,0.9135,,31
tom_12dim_mcq,IA_10,Intention vs. Accident,0.8387,0.8959,,31
tom_12dim_mcq,IRO_01,Irony,0.871,0.7722,,31
tom_12dim_mcq,IRO_02,Irony,0.9355,0.6406,too-easy,31
tom_12dim_mcq,IRO_03,Irony,0.9032,0.8289,too-easy,31
tom_12dim_mcq,IRO_04,Irony,0.871,0.9135,,31
tom_12dim_mcq,IRO_05,Irony,0.7419,0.8324,,31
tom_12dim_mcq,IRO_06,Irony,0.9032,0.8385,too-easy,31
tom_12dim_mcq,IRO_07,Irony,0.8387,0.767,,31
tom_12dim_mcq,IRO_08,Irony,0.9355,0.6406,too-easy,31
tom_12dim_mcq,IRO_09,Irony,0.871,0.9135,,31
tom_12dim_mcq,IRO_10,Irony,0.7742,0.7203,,31
tom_12dim_mcq,KA_01,Knowledge Access / Ignorance,0.8065,0.7826,,31
tom_12dim_mcq,KA_02,Knowledge Access / Ignorance,0.8065,0.8521,,31
tom_12dim_mcq,KA_03,Knowledge Access / Ignorance,0.8387,0.8959,,31
tom_12dim_mcq,KA_04,Knowledge Access / Ignorance,0.7419,0.7024,,31
tom_12dim_mcq,KA_05,Knowledge Access / Ignorance,0.8387,0.8624,,31
tom_12dim_mcq,KA_06,Knowledge Access / Ignorance,0.8387,0.8624,,31
tom_12dim_mcq,KA_07,Knowledge Access / Ignorance,0.8387,0.8624,,31
tom_12dim_mcq,KA_08,Knowledge Access / Ignorance,0.9032,0.8289,too-easy,31
tom_12dim_mcq,KA_09,Knowledge Access / Ignorance,0.7097,0.7555,,31
tom_12dim_mcq,KA_10,Knowledge Access / Ignorance,0.7419,0.7219,,31
tom_12dim_mcq,SAR_01,Sarcasm,0.7742,0.8608,,31
tom_12dim_mcq,SAR_02,Sarcasm,0.871,0.7722,,31
tom_12dim_mcq,SAR_03,Sarcasm,0.8065,0.8521,,31
tom_12dim_mcq,SAR_04,Sarcasm,0.7742,0.8336,,31
tom_12dim_mcq,SAR_05,Sarcasm,0.8065,0.8065,,31
tom_12dim_mcq,SAR_06,Sarcasm,0.871,0.7072,,31
tom_12dim_mcq,SAR_07,Sarcasm,0.7742,0.8245,,31
tom_12dim_mcq,SAR_08,Sarcasm,0.8387,0.767,,31
tom_12dim_mcq,SAR_09,Sarcasm,0.7419,0.6461,,31
tom_12dim_mcq,SAR_10,Sarcasm,0.7742,0.6954,,31
tom_12dim_mcq,SOFB_01,Second-Order False Belief,0.8065,0.5715,,31
tom_12dim_mcq,SOFB_02,Second-Order False Belief,0.8387,0.5661,,31
tom_12dim_mcq,SOFB_03,Second-Order False Belief,0.9032,0.7104,too-easy,31
tom_12dim_mcq,SOFB_04,Second-Order False Belief,0.871,0.6845,,31
tom_12dim_mcq,SOFB_05,Second-Order False Belief,0.8065,0.7562,,31
tom_12dim_mcq,SOFB_06,Second-Order False Belief,0.8387,0.646,,31
tom_12dim_mcq,SOFB_07,Second-Order False Belief,0.871,0.6845,,31
tom_12dim_mcq,SOFB_08,Second-Order False Belief,0.8387,0.646,,31
tom_12dim_mcq,SOFB_09,Second-Order False Belief,0.8065,0.5715,,31
tom_12dim_mcq,SOFB_10,Second-Order False Belief,0.8387,0.7413,,31
tom_12dim_mcq,WL_01,White Lies / Prosocial Deception,0.871,0.8089,,31
tom_12dim_mcq,WL_02,White Lies / Prosocial Deception,0.8065,0.8521,,31
tom_12dim_mcq,WL_03,White Lies / Prosocial Deception,0.871,0.8089,,31
tom_12dim_mcq,WL_04,White Lies / Prosocial Deception,0.8065,0.8449,,31
tom_12dim_mcq,WL_05,White Lies / Prosocial Deception,0.9032,0.6463,too-easy,31
tom_12dim_mcq,WL_06,White Lies / Prosocial Deception,0.9032,0.6463,too-easy,31
tom_12dim_mcq,WL_07,White Lies / Prosocial Deception,0.7742,0.8336,,31
tom_12dim_mcq,WL_08,White Lies / Prosocial Deception,0.871,0.7439,,31
tom_12dim_mcq,WL_09,White Lies / Prosocial Deception,0.7742,0.7316,,31
tom_12dim_mcq,WL_10,White Lies / Prosocial Deception,0.871,0.9135,,31
